FPKM.S12M,FPKM.S22F,FPKM.S23M,FPKM.S29F,FPKM.S31M,FPKM.S35F,FPKM.S36F,FPKM.S3F,FPKM.S41F,FPKM.S48M,FPKM.S50F,FPKM.S59M,FPKM.S77F,FPKM.S9M,exposed_sum_transcript_counts,exposed_median_transcript_counts,exposed_mean_transcript_counts,exposed_max_transcript_counts,exposed_min_transcript_counts,exposed_std_dev_transcript_counts
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,1,0,1,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
0,1,0,0,1,0,0,1,1,0,1,0,0,0,5,0,0.625,5,0,1.53733388300533
1,1,0,1,1,0,0,1,1,0,0,0,0,0,6,0,0.75,6,0,1.82664249567822
0,0,1,0,0,0,0,1,1,1,0,0,1,0,5,0,0.625,5,0,1.53733388300533
1,0,1,1,1,0,1,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,1,1,0,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,0,0,1,0,1,0,0,5,0,0.625,5,0,1.53733388300533
0,0,1,0,1,0,0,0,0,1,0,1,0,1,5,0,0.625,5,0,1.53733388300533
1,1,1,0,0,0,1,1,0,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,1,1,1,1,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,0,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,0,1,1,1,0,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,3,2,3,2,5,5,3,4,2,4,4,46,3,5.9375,46,1,13.534698780881
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
3,3,3,3,3,2,2,2,2,3,2,3,0,3,34,3,4.4375,34,0,10.0065140059448
1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0.375,3,0,0.95785647937868
7,11,10,11,5,12,11,9,11,7,10,9,12,5,130,10,16.875,130,5,38.0967156129905
1,3,2,2,2,2,2,3,3,1,2,2,2,1,28,2,3.625,28,1,8.21882400240181
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
5,4,4,4,3,3,4,4,5,3,5,4,3,2,53,4,6.875,53,2,15.5303919406565
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.125,1,0,0.372800567539663
1,1,1,1,1,0,0,1,1,1,1,0,1,1,11,1,1.4375,11,0,3.2486818345724
1,0,1,1,1,1,1,0,0,1,1,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,0,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,1,2,2,2,2,1,2,2,2,1,2,1,2,24,2,3.125,24,1,7.02980938783121
1,1,1,1,1,0,0,0,0,1,1,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
2,2,2,2,2,1,1,2,2,2,2,2,2,2,26,2,3.375,26,1,7.61467520704409
0,0,1,1,0,0,0,0,1,1,1,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,0,1,1,0,1,0,0,0,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.25,2,0,0.666940733139361
1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.25,2,0,0.666940733139361
1,2,1,2,1,1,2,2,2,1,2,1,1,1,20,1,2.5625,20,1,5.87452755659193
1,1,1,0,1,0,1,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,0,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0.375,3,0,0.95785647937868
1,1,1,1,1,0,0,0,0,1,1,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,0,1,1,1,1,1,1,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,0,1,0,0,1,1,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,0,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
0,0,1,0,0,0,1,0,0,1,0,0,1,0,4,0,0.5,4,0,1.24780509049276
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,1,1,1,0,0,1,1,0,1,0,1,1,0,8,1,1.0625,8,0,2.38489110697014
1,0,1,1,1,0,0,1,0,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
2,2,1,2,1,1,2,2,1,1,2,1,2,2,22,2,2.875,22,1,6.44364486998828
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,4,3,4,2,3,3,4,4,2,4,3,3,2,43,3,5.5625,43,2,12.6002640036043
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,0.5,4,0,1.24780509049276
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,4,1,2,1,2,1,1,1,1,2,2,1,1,22,1,2.8125,22,1,6.48928104319749
0,0,0,0,1,0,0,0,1,1,0,0,0,1,4,0,0.5,4,0,1.24780509049276
2,1,1,1,1,0,1,1,1,0,1,0,1,1,12,1,1.5625,12,0,3.55257929217533
1,0,0,0,1,0,0,1,1,0,0,0,0,0,4,0,0.5,4,0,1.24780509049276
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,0,0,0,0,0,1,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,2,2,1,1,2,1,1,1,1,1,1,17,1,2.1875,17,1,4.9860207541211
1,2,0,2,0,2,0,0,2,2,2,2,2,1,18,2,2.375,18,0,5.33484935964067
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,1,2,1,1,3,2,2,1,2,1,2,2,2,24,2,3.125,24,1,7.03770780441692
2,1,2,2,2,1,2,1,1,2,1,2,1,2,22,2,2.875,22,1,6.44364486998828
1,1,1,1,1,1,1,1,0,1,0,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,0,1,0,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,2,1,1,1,1,0,1,1,1,1,1,0,0,12,1,1.5625,12,0,3.55257929217533
1,1,1,1,1,0,1,1,1,1,1,1,1,0,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,0,0,1,1,1,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
2,0,2,2,2,0,1,0,0,2,0,1,1,1,14,1,1.8125,14,0,4.18059350150834
1,2,1,1,1,2,2,1,2,1,2,2,2,1,21,2,2.75,21,1,6.14995958718239
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,1,1,1,0,0,0,1,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,0,1,1,0,0,0,2,1,0,0,0,0,7,0,0.875,7,0,2.14191752234175
1,1,1,1,1,0,0,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,0,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,2,3.625,28,2,8.17615475507572
0,1,1,0,1,0,1,0,0,2,0,1,0,2,9,1,1.1875,9,0,2.71388179965794
1,0,0,0,1,0,1,1,0,1,2,0,0,2,9,1,1.1875,9,0,2.71388179965794
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,1,1,1,1,1,3,1,1,1,1,1,18,1,2.3125,18,1,5.29350750202327
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,0,1,1,1,0,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,1,1,1,2,1,2,1,1,1,1,1,1,1,17,1,2.1875,17,1,4.9860207541211
0,0,2,0,0,0,0,0,0,0,0,0,1,2,5,0,0.625,5,0,1.60798560007809
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,1,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
4,3,4,2,4,4,3,4,4,4,4,3,3,3,49,4,6.375,49,2,14.3425899577415
1,1,1,1,1,1,1,1,1,1,0,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,0,1,0,1,0,0,1,0,0,0,1,6,0,0.75,6,0,1.82664249567822
0,1,1,0,1,0,1,0,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,2,2,2,1,2,2,2,2,1,2,2,2,1,24,2,3.125,24,1,7.02980938783121
0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0.375,3,0,0.95785647937868
1,1,0,1,1,1,0,1,1,2,0,0,0,1,10,1,1.3125,10,0,2.97928168100892
1,1,1,1,1,0,0,0,0,1,0,0,1,1,8,1,1.0625,8,0,2.38489110697014
10,12,10,12,8,12,12,12,12,8,12,10,12,9,151,12,19.625,151,8,44.1484497767482
0,0,0,0,0,1,1,1,0,1,0,1,0,0,5,0,0.625,5,0,1.53733388300533
1,0,1,1,1,0,0,0,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,0,0,1,1,1,0,1,1,0,1,0,0,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,3,2,1,1,1,3,1,1,2,1,2,2,2,24,2,3.125,24,1,7.04559736654473
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
2,3,1,3,3,2,2,3,3,1,2,2,3,2,32,2,4.125,32,1,9.39944182273327
0,0,0,1,0,0,1,0,0,1,1,0,0,0,4,0,0.5,4,0,1.24780509049276
1,0,1,1,1,1,1,0,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,3,1,1,0,0,1,1,3,1,1,1,3,18,1,2.3125,18,0,5.36173436102416
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,2,2,2,2,3,1,2,2,3,1,2,3,2,29,2,3.75,29,1,8.50973384868402
1,0,1,1,1,0,0,1,1,1,0,0,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,3,1,1,0,0,0,1,3,1,1,1,3,17,1,2.1875,17,0,5.07851592624833
0,1,2,1,0,0,1,1,1,1,0,1,0,0,9,1,1.1875,9,0,2.69333312299157
1,1,1,0,1,1,1,1,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,0,1,0,0,0,1,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,0,1,0,0,0,1,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,0,1,1,1,0,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,2,2,1,1,2,2,2,2,1,2,1,2,1,22,2,2.875,22,1,6.44364486998828
1,1,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1.6875,13,0,3.82522323336661
3,2,1,1,1,2,1,1,1,1,0,1,1,2,18,1,2.3125,18,0,5.33055926004522
1,0,2,0,1,0,0,0,0,2,0,1,1,1,9,1,1.1875,9,0,2.71388179965794
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,1,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,3,1,3,1,3,3,3,3,2,3,3,3,2,34,3,4.4375,34,1,9.97712226796886
1,1,1,1,1,1,0,1,1,1,1,0,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,0,1,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1.6875,13,0,3.82522323336661
0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0.25,2,0,0.745601135079326
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.125,1,0,0.372800567539663
1,1,1,1,1,0,1,0,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,0,1,1,1,0,1,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,1,0,0.372800567539663
1,1,0,1,1,1,1,1,1,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,0,0,1,0,1,0,0,1,1,1,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0.5,4,0,1.24780509049276
1,1,1,1,1,0,1,0,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,0,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,0,0.5,4,0,1.24780509049276
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,0,0,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,0,1,0,1,12,1,1.5625,12,0,3.53690663095336
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0.25,2,0,0.666940733139361
1,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0.5,4,0,1.24780509049276
0,1,1,1,0,1,1,0,0,0,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,2,1,1,1,0,1,1,1,14,1,1.8125,14,0,4.12709553807631
1,1,1,1,1,0,0,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
2,0,2,2,2,2,0,0,2,2,2,1,0,2,19,2,2.5,19,0,5.62822357274436
1,0,1,1,1,1,0,0,0,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
11,9,15,16,5,11,13,16,11,15,14,11,13,7,167,13,21.6875,167,5,48.9846208355145
1,1,1,1,1,1,0,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,1,0,1,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,2,2,1,2,1,2,1,1,2,3,1,1,21,1,2.6875,21,1,6.17830405307332
2,2,3,3,2,3,2,3,2,3,1,3,1,2,32,2,4.125,32,1,9.39944182273327
4,3,4,4,4,2,2,2,4,4,1,2,1,4,41,4,5.375,41,1,12.0430552225574
0,1,1,3,0,0,4,3,3,0,3,3,0,2,23,2,3,23,0,6.8709916544695
1,1,1,0,1,0,0,1,0,1,1,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,0,0,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,1,1,0,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.25,2,0,0.666940733139361
1,1,1,1,1,1,0,1,1,1,0,1,0,0,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,0,1,0,0,1,1,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,0,0,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
2,1,3,1,1,1,0,1,1,1,0,1,1,2,16,1,2.0625,16,0,4.7494060301146
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,1,1,1,0,0,0,1,7,1,0.9375,7,0,2.09745760365324
1,0,2,0,1,0,1,0,0,1,1,0,0,1,8,1,1.0625,8,0,2.40807323460404
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,1,1,1,1,0,1,0,1,1,1,1,1,0,10,1,1.3125,10,0,2.96057565748356
0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0.25,2,0,0.666940733139361
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,0,1,1,1,0,1,0,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
2,2,2,1,2,1,2,2,1,1,2,2,2,2,24,2,3.125,24,1,7.02980938783121
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,1,0,1,0,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,3,2,3,1,3,3,2,3,1,3,3,3,2,33,3,4.3125,33,1,9.68244067095127
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,2,1,1,2,2,2,2,2,1,2,1,2,1,22,2,2.875,22,1,6.44364486998828
1,0,1,1,1,0,1,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,0,1,0,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,0,0,1,1,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,0,1,0,1,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,0,1,1,1,0,0,0,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
3,2,2,3,3,3,2,2,2,3,2,2,1,2,32,2,4.125,32,1,9.39352944679668
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,2,2,2,2,2,2,1,2,3,3,2,2,3,30,2,3.875,30,1,8.80050690492461
1,2,2,2,1,1,1,1,1,1,2,1,2,1,19,1,2.4375,19,1,5.5791278512335
1,1,1,1,1,1,1,0,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0.375,3,0,0.95785647937868
2,2,1,1,1,2,1,2,2,2,2,1,2,1,22,2,2.875,22,1,6.44364486998828
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,0,1,1,0,3,1,0,5,1,0,0,4,1,19,1,2.4375,19,0,5.75275050220703
1,0,0,1,1,1,0,0,1,1,0,0,0,1,7,1,0.9375,7,0,2.09745760365324
1,0,1,0,1,0,0,0,0,1,0,0,0,1,5,0,0.625,5,0,1.53733388300533
1,0,1,1,1,0,0,0,1,1,0,1,1,1,9,1,1.1875,9,0,2.67262646104771
1,0,1,0,1,1,1,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
2,3,2,3,1,3,3,3,3,2,3,2,2,1,33,3,4.3125,33,1,9.67670120626756
0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0.375,3,0,0.95785647937868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,2,1,1,1,2,2,1,2,1,1,1,18,1,2.3125,18,1,5.28300204077809
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
5,6,7,8,2,7,4,9,6,7,6,6,8,6,87,6,11.25,87,2,25.5515546385038
2,1,2,2,2,1,1,1,1,1,1,1,1,2,19,1,2.4375,19,1,5.5791278512335
1,0,1,0,1,1,0,0,1,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
2,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1.9375,15,1,4.3887966461733
1,1,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1.6875,13,0,3.82522323336661
1,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0.5,4,0,1.24780509049276
1,1,1,0,1,0,1,0,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
2,2,1,3,2,2,3,2,3,1,2,2,2,1,28,2,3.625,28,1,8.21882400240181
1,1,1,1,1,1,0,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.125,1,0,0.372800567539663
1,0,0,1,1,1,1,1,1,1,1,1,0,0,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,1,2,1,1,1,1,1,1,1,1,1,1,1,16,1,2.0625,16,1,4.68802141349544
1,0,1,1,1,0,0,1,0,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,0,1,1,1,0,0,0,1,1,1,1,0,1,9,1,1.1875,9,0,2.67262646104771
2,2,2,2,2,2,2,2,2,2,2,1,1,2,26,2,3.375,26,1,7.61467520704409
